"Issue Type","Issue ID","Summary","Parent","Assignee","Story Points","Original Estimate","Sprint","Priority","Labels","Description"
"Story","6305","Track SupportPlan activity engagement and helpfulness","6003","","8","","MB Sprint 3","Medium","sprint3-later-plan-engagement","## Objective
Give users a real plan workspace and produce honest engagement/helpfulness inputs for reassessment.

## Scope and dependencies
Depends on 6302; no adherence, recovery, or clinical score.

## Acceptance Criteria
- [ ] Persist item engagement, barriers, helpfulness, reflection, time, and versions.
- [ ] Implement owned create/update/history and minimized reassessment projection.
- [ ] Build current activities, check-in, helpfulness, barrier, reflection, and history UI.
- [ ] Handle paused/completed/superseded/conflict states.
- [ ] Exercise lifecycle rules, repeat/update, item versions, reload, and projection.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Track SupportPlan activity engagement and helpfulness."
"Story","6401","Provision and display controlled-demo consultation credits","6004","","3","","MB Sprint 3","High","sprint3-next-demo-credit","## Objective
Provide a truthful demo path for credits before real MoMo integration.

## Scope and dependencies
Consultation owns available, held, consumed, released, and forfeited facts.

## Acceptance Criteria
- [ ] Implement idempotent demo provisioning and balance/history contract.
- [ ] Persist demo provenance and ledger transitions.
- [ ] Build balance/history and approved demo setup state.
- [ ] Show actual held/released/forfeited outcomes.
- [ ] Exercise repeat provisioning, reload, wrong actor/environment, and ledger.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Provision and display controlled-demo consultation credits."
"Story","6402","Request an appointment and hold its slot and credit","6004","","8","","MB Sprint 3","High","sprint3-gated-appointment-request","## Objective
Let a user request one exact slot while Consultation atomically holds slot and credit.

## Scope and dependencies
Depends on 6104/6105 and 6401; V1 is 60-minute chat or in-person and four-hour lead.

## Acceptance Criteria
- [ ] Persist appointment, snapshot, credit, REQUESTED, deadline, history, and idempotency.
- [ ] Lock and hold slot plus credit in one transaction.
- [ ] Submit selected slot through real BFF and show REQUESTED/deadline/held credit.
- [ ] Handle stale slot, insufficient credit, conflict, and failure.
- [ ] Exercise both modalities, lead time, stale slot, double booking, duplicate, concurrency, and no credit.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Request an appointment and hold its slot and credit."
"Story","6403","Accept, reject, or expire appointment requests","6004","","5","","MB Sprint 3","High","sprint3-gated-appointment-decision","## Objective
Let the assigned specialist decide in time and expire unanswered requests with exact release.

## Scope and dependencies
Depends on 6402; deadline is min(requestedAt+24h, startsAt-2h).

## Acceptance Criteria
- [ ] Implement accept/reject and scheduled expiry with locking/idempotency.
- [ ] Persist history and settle holds exactly once.
- [ ] Replace specialist fixtures with real request decisions.
- [ ] Show user CONFIRMED/REJECTED/EXPIRED and credit outcome.
- [ ] Exercise accept, reject, expiry, races, repeats, wrong specialist, and reload.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Accept, reject, or expire appointment requests."
"Story","6404","Cancel or reschedule appointments with auditable history","6004","","8","","MB Sprint 3","High","sprint3-gated-appointment-change","## Objective
Complete cancellation and reschedule-as-new behavior with approved credit outcomes.

## Scope and dependencies
Depends on 6403; old appointment snapshots never mutate.

## Acceptance Criteria
- [ ] Implement actor/time-aware cancellation settlement and immutable history.
- [ ] Create linked new request without in-place mutation.
- [ ] Use real cancel and new-slot reschedule BFF commands.
- [ ] Show old/new links, actor, reason, and credit outcome.
- [ ] Exercise every cancellation row, 24-hour boundary, repeats, races, and reschedule failure.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Cancel or reschedule appointments with auditable history."
"Story","6405","Create and share a manual appointment-scoped ConsultationBrief","6004","","8","","MB Sprint 3","Medium","sprint3-gated-consultation-brief","## Objective
Let a user author, approve, and revoke a minimal brief for one confirmed appointment.

## Scope and dependencies
Depends on 6403; Care owns brief/grant and specialist access is time/field scoped.

## Acceptance Criteria
- [ ] Persist Care draft, immutable shared snapshot, sources, and scoped grant.
- [ ] Expose authorized projection to Consultation with deadlines and fail-closed behavior.
- [ ] Build user create/edit/review/approve/revoke and specialist read-only states.
- [ ] Show exact fields/window before sharing.
- [ ] Exercise manual flow, wrong actor/appointment, early/expired, revocation race, and minimization.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Create and share a manual appointment-scoped ConsultationBrief."
"Story","6406","Enter appointment chat and enforce its time window","6004","","8","","MB Sprint 3","Medium","sprint3-gated-chat-access","## Objective
Provide waiting, active chat, reconnect, and read-only history for assigned participants.

## Scope and dependencies
Depends on CONFIRMED IN_APP_CHAT; entry starts 10 minutes early and send is only [start,end).

## Acceptance Criteria
- [ ] Add Consultation eligibility query and Realtime appointment binding.
- [ ] Enforce actor, state, waiting, send interval, cancellation, and read-only server-side.
- [ ] Build waiting, active, reconnecting, ended, cancelled, and failure UI.
- [ ] Connect real appointment eligibility and conversation.
- [ ] Exercise wrong actor, early entry/send, active/end, cancel, reconnect, duplicate, and history.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Enter appointment chat and enforce its time window."
"Story","6407","Complete chat sessions from delivery evidence","6004","","8","","MB Sprint 3","Medium","sprint3-gated-chat-completion","## Objective
Settle chat appointments only from approved server-observed participation and activity evidence.

## Scope and dependencies
Depends on 6406; specialist cannot complete alone.

## Acceptance Criteria
- [ ] Persist minimal check-in/activity facts and session states.
- [ ] Implement scheduler, no-show, completion, credit, and earning exactly once.
- [ ] Show session progress, ended processing, completed, and no-show outcomes.
- [ ] Display actual credit result without message judgments.
- [ ] Exercise sufficient/insufficient evidence, both no-shows, duplicates, reorder, scheduler retry, and settlement race.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Complete chat sessions from delivery evidence."
"Story","6408","Complete in-person sessions with check-in and user confirmation","6004","","8","","MB Sprint 3","Medium","sprint3-gated-inperson-completion","## Objective
Complete in-person sessions through both check-ins, delivered evidence, user confirm/dispute, or safe auto-complete.

## Scope and dependencies
Depends on CONFIRMED IN_PERSON; specialist cannot directly complete.

## Acceptance Criteria
- [ ] Persist check-ins, SESSION_DELIVERED, confirm, dispute, and deadline.
- [ ] Enforce actor/modality/time/location and single settlement.
- [ ] Build participant check-in, specialist delivered, user confirm/report, pending, completed, and disputed UI.
- [ ] Show snapshot and credit outcome.
- [ ] Exercise check-ins, missing actor, early delivery, confirm, dispute, timeout, races, cancel, and no-show.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Complete in-person sessions with check-in and user confirmation."
"Story","6409","Publish a short user-visible SessionSummary","6004","","5","","MB Sprint 3","Medium","sprint3-gated-session-summary","## Objective
Let an assigned specialist create a bounded summary the user can read and approve for later brief reuse.

## Scope and dependencies
Depends on delivered/completed 6407 or 6408; it is not a medical/private note.

## Acceptance Criteria
- [ ] Persist approved fields, author, appointment, timestamps, and version.
- [ ] Enforce assignment/state/limits and expose user/Care projections.
- [ ] Replace simulated notes with real specialist form and user read view.
- [ ] Remove risk, diagnosis, confidential notes, and treatment.
- [ ] Exercise state, actors, field rejection, edit policy, reload, and reuse consent.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Publish a short user-visible SessionSummary."
"Story","6501","Compose the four-dimension ReassessmentSummary","6005","","8","","MB Sprint 3","Medium","sprint3-gated-reassessment-api","## Objective
Let Care assemble screening, journal/context, engagement, and user reflection as separate sourced dimensions.

## Scope and dependencies
Depends on assessment history, 6206, and 6305.

## Acceptance Criteria
- [ ] Add Care contract and reproducible summary snapshot/query.
- [ ] Calculate PHQ/GAD locally and consume minimized projections with safe fallback.
- [ ] Expose current/history APIs with explicit unavailable and INSUFFICIENT_DATA states.
- [ ] Provide contradictory examples for 6502.
- [ ] Exercise sufficient, sparse, unavailable, contradictory, deleted source, repeat, and deterministic scoring.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Compose the four-dimension ReassessmentSummary."
"Story","6502","Show truthful four-dimension reassessment progress","6005","","5","","MB Sprint 3","Medium","sprint3-gated-reassessment-ui","## Objective
Replace static positive analytics with a real source-aware reassessment view.

## Scope and dependencies
Depends on 6501; frontend never derives recovery or improvement.

## Acceptance Criteria
- [ ] Add typed BFF integration for current/history and all states.
- [ ] Map dimensions without recalculation or relabeling authority.
- [ ] Build separate dimension cards, coverage, periods, sources, loading, empty, and failure.
- [ ] Show contradictions without one verdict.
- [ ] Exercise real variants, reload/history, unavailable source, and contradiction.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Show truthful four-dimension reassessment progress."
"Story","6503","Review SupportPlan alternatives and confirm a change","6005","","8","","MB Sprint 3","Medium","sprint3-gated-plan-review","## Objective
Use reassessment evidence for Care-governed alternatives and explicit user keep/replace choice.

## Scope and dependencies
Depends on 6304 and 6501; AI explains, Care decides, user confirms.

## Acceptance Criteria
- [ ] Implement Care candidate query/command using current policy and eligibility.
- [ ] Map AI only to explanation; Care resolves admitted alternatives.
- [ ] Show dimensions, current items, alternatives, rationale, and explicit actions.
- [ ] Handle no alternative, stale eligibility, concurrent change, and failure.
- [ ] Exercise keep, replace, none, stale, concurrent, duplicate, and AI unavailable.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Review SupportPlan alternatives and confirm a change."
"Subtask","610101","Confirm submit a specialist profile and approve it ADR and user flow","6101","","","7200","MB Sprint 3","Highest","sprint3-now-specialist-approval","## Objective
Confirm the narrow remaining decisions for submit a specialist profile and approve it before irreversible implementation.

## Acceptance Criteria
- [ ] Confirm required submission fields and editability.
- [ ] Confirm approval confirmation and notification copy.
- [ ] Confirm no credential-document or license workflow.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6101 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","610102","Implement owner capability for submit a specialist profile and approve it","6101","","","36000","MB Sprint 3","Highest","sprint3-now-specialist-approval","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6101.

## Acceptance Criteria
- [ ] Contract and persist approved public fields, PENDING status, actor, and timestamps.
- [ ] Implement specialist create/read/update/submit and admin queue/detail/approve APIs.
- [ ] Enforce roles, transitions, validation, and stable conflicts.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610103","Deliver consumer flow for submit a specialist profile and approve it","6101","","","28800","MB Sprint 3","Highest","sprint3-now-specialist-approval","## Objective
Deliver the real consumer or actor-facing flow required by Story 6101.

## Acceptance Criteria
- [ ] Replace specialist/admin fixtures with real BFF flows.
- [ ] Show persisted status after reload and remove verification claims.
- [ ] Handle loading, empty, validation, conflict, and failure.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610104","Verify submit a specialist profile and approve it","6101","","","14400","MB Sprint 3","Highest","sprint3-now-specialist-approval","## Objective
Prove Story 6101 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise submit, reload, approve, repeat, wrong actor, and invalid data.
- [ ] Verify only APPROVED can proceed to discovery or slot publication.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6101 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","610201","Confirm handle specialist rejection, suspension, resubmission, and restoration ADR and user flow","6102","","","7200","MB Sprint 3","High","sprint3-next-specialist-lifecycle","## Objective
Confirm the narrow remaining decisions for handle specialist rejection, suspension, resubmission, and restoration before irreversible implementation.

## Acceptance Criteria
- [ ] Approve reject/suspend reason codes and copy.
- [ ] Confirm same-profile resubmission semantics.
- [ ] Confirm restoration and suspension notification behavior.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6102 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","610202","Implement owner capability for handle specialist rejection, suspension, resubmission, and restoration","6102","","","36000","MB Sprint 3","High","sprint3-next-specialist-lifecycle","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6102.

## Acceptance Criteria
- [ ] Implement reject, resubmit, suspend, and restore commands with audit facts.
- [ ] Trigger owner-safe future-appointment cancellation and exact credit release on suspension.
- [ ] Make repeated and invalid transitions idempotent or stable conflicts.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610203","Deliver consumer flow for handle specialist rejection, suspension, resubmission, and restoration","6102","","","28800","MB Sprint 3","High","sprint3-next-specialist-lifecycle","## Objective
Deliver the real consumer or actor-facing flow required by Story 6102.

## Acceptance Criteria
- [ ] Add real admin actions and specialist remediation states.
- [ ] Show reasons and downstream appointment outcomes without private content.
- [ ] Support edit/resubmit and restoration reload.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610204","Verify handle specialist rejection, suspension, resubmission, and restoration","6102","","","14400","MB Sprint 3","High","sprint3-next-specialist-lifecycle","## Objective
Prove Story 6102 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise all valid/invalid transitions and races.
- [ ] Verify suspension hides discovery, blocks booking, and releases credits once.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6102 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","610301","Confirm manage specialist PracticeLocations ADR and user flow","6103","","","7200","MB Sprint 3","High","sprint3-next-practice-location","## Objective
Confirm the narrow remaining decisions for manage specialist practicelocations before irreversible implementation.

## Acceptance Criteria
- [ ] Confirm address validation and future-snapshot behavior.
- [ ] Confirm deactivate versus delete and seeded disclosure.
- [ ] Confirm rooms and map-provider integration stay deferred.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6103 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","610302","Implement owner capability for manage specialist practicelocations","6103","","","36000","MB Sprint 3","High","sprint3-next-practice-location","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6103.

## Acceptance Criteria
- [ ] Add OpenAPI/Liquibase for owned locations and seed provenance.
- [ ] Implement create/list/update/deactivate with timezone and approval rules.
- [ ] Preserve appointment snapshots when a location changes.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610303","Deliver consumer flow for manage specialist practicelocations","6103","","","28800","MB Sprint 3","High","sprint3-next-practice-location","## Objective
Deliver the real consumer or actor-facing flow required by Story 6103.

## Acceptance Criteria
- [ ] Build real location list/create/edit/deactivate screens.
- [ ] Show timezone, inactive, seed, validation, and failure states.
- [ ] Remove room-management claims.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610304","Verify manage specialist practicelocations","6103","","","14400","MB Sprint 3","High","sprint3-next-practice-location","## Objective
Prove Story 6103 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise ownership, invalid timezone, deactivate, seed, and snapshot preservation.
- [ ] Verify non-approved specialists cannot manage locations.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6103 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","610401","Confirm publish 60-minute specialist availability ADR and user flow","6104","","","7200","MB Sprint 3","High","sprint3-next-specialist-availability","## Objective
Confirm the narrow remaining decisions for publish 60-minute specialist availability before irreversible implementation.

## Acceptance Criteria
- [ ] Confirm publishing horizon and recurrence exclusion.
- [ ] Confirm withdrawal behavior for free, held, and confirmed slots.
- [ ] Confirm timezone display and daylight-saving behavior.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6104 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","610402","Implement owner capability for publish 60-minute specialist availability","6104","","","36000","MB Sprint 3","High","sprint3-next-specialist-availability","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6104.

## Acceptance Criteria
- [ ] Persist exact 60-minute slots, modality, UTC interval, timezone, location, and state.
- [ ] Implement owned create/list/withdraw with overlap and approval rules.
- [ ] Return stable appointment-ready slot identifiers.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610403","Deliver consumer flow for publish 60-minute specialist availability","6104","","","28800","MB Sprint 3","High","sprint3-next-specialist-availability","## Objective
Deliver the real consumer or actor-facing flow required by Story 6104.

## Acceptance Criteria
- [ ] Replace prototype schedules with real availability management.
- [ ] Require active location for in-person and show conflicts/holds.
- [ ] Support reload and failure states.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610404","Verify publish 60-minute specialist availability","6104","","","14400","MB Sprint 3","High","sprint3-next-specialist-availability","## Objective
Prove Story 6104 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise both modalities, overlap, duration, owner, location, withdrawal, and timezone.
- [ ] Verify slot identifiers are compatible with appointment requests.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6104 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","610501","Confirm discover approved specialists and selectable slots ADR and user flow","6105","","","10800","MB Sprint 3","High","sprint3-next-specialist-discovery","## Objective
Confirm the narrow remaining decisions for discover approved specialists and selectable slots before irreversible implementation.

## Acceptance Criteria
- [ ] Approve support-area vocabulary and domain mapping.
- [ ] Confirm language/timezone matching and tie-breakers.
- [ ] Approve seeded profile/rating disclosure and empty copy.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6105 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","610502","Implement owner capability for discover approved specialists and selectable slots","6105","","","64800","MB Sprint 3","High","sprint3-next-specialist-discovery","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6105.

## Acceptance Criteria
- [ ] Implement approved-only list/detail/filter APIs with ranking policy version and explanation.
- [ ] Apply deterministic ranking and stable pagination.
- [ ] Exclude disease labels and clinical-suitability claims.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610503","Deliver consumer flow for discover approved specialists and selectable slots","6105","","","43200","MB Sprint 3","High","sprint3-next-specialist-discovery","## Objective
Deliver the real consumer or actor-facing flow required by Story 6105.

## Acceptance Criteria
- [ ] Connect real list, filters, detail, explanation, and slot selection.
- [ ] Remove Video, Phone, free intro, prices, credentials, and unsupported domains.
- [ ] Handle empty, stale slot, and dependency failure.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610504","Verify discover approved specialists and selectable slots","6105","","","28800","MB Sprint 3","High","sprint3-next-specialist-discovery","## Objective
Prove Story 6105 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise approval visibility, filters, rank ties, inactive locations, and stale slots.
- [ ] Verify domain match always outranks rating.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6105 Evidence and Completion Notes are updated without fabricated claims."
